rsq,set_name,column,is_baseline,spearman_abs_rho,permutation_r2_drop,ablation_r2_drop,average_rank
RSQ2,nested_set1_baseline,time_since_thinning,True,,,,
RSQ2,nested_set1_baseline,time_since_thinning_missing,True,,,,
RSQ2,nested_set1_baseline,recent_thinning_5yr,True,,,,
RSQ2,nested_set2_top5,CanopyCover,True,,,,
RSQ2,nested_set2_top5,time_since_thinning,True,,,,
RSQ2,nested_set2_top5,time_since_thinning_missing,True,,,,
RSQ2,nested_set2_top5,recent_thinning_5yr,True,,,,
RSQ2,nested_set2_top5,chelsa_bio12_precip_mm,False,0.36390418877510455,0.10696446640125601,0.06022102863757317,5.333333333333333
RSQ2,nested_set2_top5,chelsa_gdd5_degc,False,0.31027745558844294,0.03264725441367211,0.07815396445550737,6.0
RSQ2,nested_set2_top5,gwa_weibull_k_50m,False,0.2636651936076674,0.020188256791221826,0.15269290942200342,6.333333333333333
RSQ2,nested_set2_top5,slope_degrees,False,0.08651691363913466,0.045908483134222466,0.11497148078529107,8.666666666666666
RSQ2,nested_set2_top5,gwa_weibull_a_10m,False,0.20320309666902933,0.013670156431671798,0.11724562076424982,9.333333333333334
RSQ2,nested_set3_gated_terrain_wind_vif,CanopyCover,True,,,,
RSQ2,nested_set3_gated_terrain_wind_vif,time_since_thinning,True,,,,
RSQ2,nested_set3_gated_terrain_wind_vif,time_since_thinning_missing,True,,,,
RSQ2,nested_set3_gated_terrain_wind_vif,recent_thinning_5yr,True,,,,
RSQ2,nested_set3_gated_terrain_wind_vif,gwa_weibull_k_50m,False,0.2636651936076674,0.020188256791221826,0.15269290942200342,6.333333333333333
RSQ2,nested_set3_gated_terrain_wind_vif,slope_degrees,False,0.08651691363913466,0.045908483134222466,0.11497148078529107,8.666666666666666
RSQ2,nested_set3_gated_terrain_wind_vif,gwa_weibull_a_10m,False,0.20320309666902933,0.013670156431671798,0.11724562076424982,9.333333333333334
RSQ2,nested_set3_gated_terrain_wind_vif,local_relief_500m,False,0.1538429904519318,0.02688806449377723,0.05079868918960262,11.666666666666666
RSQ2,nested_set3_gated_terrain_wind_vif,eastness,False,0.07102141344683391,0.010323385178439892,0.13215750479342125,12.0
RSQ2,nested_set3_gated_terrain_wind_vif,gwa_weibull_a_50m,False,0.3431453487245717,0.008325268425901755,0.016290749368265245,13.0
RSQ2,nested_set3_gated_terrain_wind_vif,ceh_twi,False,0.10303569845435735,0.0008766696114080874,0.21252609702466152,13.666666666666666
RSQ2,nested_set3_gated_terrain_wind_vif,whcl,False,0.25366343052359974,0.008004202059011312,0.017801080774812683,14.666666666666666
RSQ2,nested_set3_gated_terrain_wind_vif,topex,False,0.09297900619628374,0.0036737142775173925,0.061255515614578204,15.333333333333334
RSQ2,nested_set3_gated_terrain_wind_vif,gwa_wind_speed_10m,False,0.20603431212086268,0.0054011103517362935,0.023000615841219707,15.666666666666666
